instrument_name,strike,option_type,expiration,mark_iv,open_interest,delta,gamma,vega,theta
BTC-26MAY26-67000-P,67000.0,put,1779782400000,80.12,3.6,0.0,0.0,0.00015,-0.00048
BTC-26MAY26-68000-P,68000.0,put,1779782400000,80.09,10.7,-1e-05,0.0,0.00134,-0.00512
BTC-26MAY26-69000-P,69000.0,put,1779782400000,74.22,8.4,-2e-05,0.0,0.00284,-0.0109
BTC-26MAY26-70000-P,70000.0,put,1779782400000,66.68,31.7,-4e-05,0.0,0.00439,-0.01582
BTC-26MAY26-71000-P,71000.0,put,1779782400000,60.85,50.5,-9e-05,0.0,0.01077,-0.03925
BTC-26MAY26-72000-P,72000.0,put,1779782400000,56.32,28.5,-0.00035,0.0,0.03776,-0.15039
BTC-26MAY26-72500-P,72500.0,put,1779782400000,54.39,25.0,-0.00075,0.0,0.0764,-0.32729
BTC-26MAY26-73000-C,73000.0,call,1779782400000,49.16,1.0,0.99917,0.0,0.0842,-2.06949
BTC-26MAY26-73000-P,73000.0,put,1779782400000,49.16,147.1,-0.00083,0.0,0.0842,-0.33082
BTC-26MAY26-73500-P,73500.0,put,1779782400000,45.52,67.1,-0.00135,0.0,0.13081,-0.51236
BTC-26MAY26-74000-C,74000.0,call,1779782400000,44.66,2.3,0.99608,1e-05,0.34318,-7.66361
BTC-26MAY26-74000-P,74000.0,put,1779782400000,44.66,102.4,-0.00392,1e-05,0.34318,-1.59416
BTC-26MAY26-74500-C,74500.0,call,1779782400000,42.39,5.3,0.99144,2e-05,0.68638,-14.54713
BTC-26MAY26-74500-P,74500.0,put,1779782400000,42.39,101.3,-0.00856,2e-05,0.68638,-3.55987
BTC-26MAY26-75000-C,75000.0,call,1779782400000,38.89,80.4,0.98407,3e-05,1.17698,-22.88651
BTC-26MAY26-75000-P,75000.0,put,1779782400000,38.89,245.9,-0.01593,3e-05,1.17698,-6.51042
BTC-26MAY26-75500-C,75500.0,call,1779782400000,36.0,52.1,0.96662,7e-05,2.19369,-39.48566
BTC-26MAY26-75500-P,75500.0,put,1779782400000,36.0,180.5,-0.03338,7e-05,2.19369,-13.90881
BTC-26MAY26-76000-C,76000.0,call,1779782400000,30.38,63.8,0.94519,0.00012,3.27444,-49.74555
BTC-26MAY26-76000-P,76000.0,put,1779782400000,30.39,153.3,-0.05483,0.00012,3.27528,-20.77354
BTC-26MAY26-76500-C,76500.0,call,1779782400000,27.36,325.6,0.87578,0.00025,6.04985,-82.77108
BTC-26MAY26-76500-P,76500.0,put,1779782400000,27.36,129.7,-0.12381,0.00025,6.03582,-49.51251
BTC-26MAY26-77000-C,77000.0,call,1779782400000,25.05,27.6,0.71897,0.00046,9.95425,-124.68391
BTC-26MAY26-77000-P,77000.0,put,1779782400000,25.05,116.5,-0.28103,0.00046,9.95425,-124.68391
BTC-26MAY26-77500-C,77500.0,call,1779782400000,24.3,129.9,0.4597,0.00055,11.71606,-142.36754
BTC-26MAY26-77500-P,77500.0,put,1779782400000,24.3,36.6,-0.5403,0.00055,11.71606,-142.36754
BTC-26MAY26-78000-C,78000.0,call,1779782400000,25.13,63.2,0.22103,0.0004,8.76367,-94.54354
BTC-26MAY26-78000-P,78000.0,put,1779782400000,25.13,14.7,-0.77897,0.0004,8.76367,-110.11309
BTC-26MAY26-78500-C,78500.0,call,1779782400000,27.18,64.4,0.09236,0.00021,4.88624,-34.71653
BTC-26MAY26-78500-P,78500.0,put,1779782400000,27.18,0.5,-0.90764,0.00021,4.88645,-66.41852
BTC-26MAY26-79000-C,79000.0,call,1779782400000,30.52,135.7,0.04221,0.0001,2.65689,-15.56155
BTC-26MAY26-79500-C,79500.0,call,1779782400000,34.77,114.9,0.02334,5e-05,1.62847,-9.01797
BTC-26MAY26-80000-C,80000.0,call,1779782400000,36.46,69.4,0.00944,2e-05,0.74836,-3.44025
BTC-26MAY26-80500-C,80500.0,call,1779782400000,39.59,34.6,0.00503,1e-05,0.42909,-1.86879
BTC-26MAY26-81000-C,81000.0,call,1779782400000,39.83,51.3,0.00151,0.0,0.14493,-0.51041
BTC-26MAY26-82000-C,82000.0,call,1779782400000,46.31,49.2,0.00059,0.0,0.06118,-0.21651
BTC-26MAY26-83000-C,83000.0,call,1779782400000,51.86,35.0,0.00023,0.0,0.02512,-0.0874
BTC-26MAY26-84000-C,84000.0,call,1779782400000,52.82,24.7,3e-05,0.0,0.00339,-0.00947
BTC-26MAY26-85000-C,85000.0,call,1779782400000,52.82,2.4,0.0,0.0,0.00027,-0.00059
BTC-27MAY26-66000-P,66000.0,put,1779868800000,72.05,2.0,-0.00029,0.0,0.05298,-0.26398
BTC-27MAY26-67000-P,67000.0,put,1779868800000,72.05,1.2,-0.0009,0.0,0.15266,-0.89497
BTC-27MAY26-68000-P,68000.0,put,1779868800000,69.42,7.2,-0.00181,0.0,0.29004,-1.83431
BTC-27MAY26-69000-P,69000.0,put,1779868800000,62.53,0.2,-0.00208,0.0,0.3301,-1.92397
BTC-27MAY26-70000-P,70000.0,put,1779868800000,55.41,59.1,-0.00235,0.0,0.3676,-1.93489
BTC-27MAY26-71000-P,71000.0,put,1779868800000,52.54,72.9,-0.00519,1e-05,0.74941,-4.35052
BTC-27MAY26-72000-P,72000.0,put,1779868800000,46.97,14.3,-0.00813,1e-05,1.11482,-6.36098
BTC-27MAY26-72500-P,72500.0,put,1779868800000,46.28,19.6,-0.01363,2e-05,1.74845,-11.11526
BTC-27MAY26-73000-P,73000.0,put,1779868800000,43.3,7.2,-0.01732,2e-05,2.14724,-13.57703
BTC-27MAY26-73500-P,73500.0,put,1779868800000,41.08,53.3,-0.0245,3e-05,2.88124,-19.03982
BTC-27MAY26-74000-P,74000.0,put,1779868800000,37.65,23.8,-0.03083,4e-05,3.48934,-22.70301
BTC-27MAY26-74500-P,74500.0,put,1779868800000,36.08,71.5,-0.04836,6e-05,5.03512,-36.36463
BTC-27MAY26-75000-C,75000.0,call,1779868800000,33.59,4.3,0.92986,8e-05,6.74235,-73.98592
BTC-27MAY26-75000-P,75000.0,put,1779868800000,33.59,60.7,-0.07013,8e-05,6.74174,-52.27237
BTC-27MAY26-75500-C,75500.0,call,1779868800000,31.7,1.6,0.89182,0.00012,9.31492,-96.47678
BTC-27MAY26-75500-P,75500.0,put,1779868800000,31.7,37.4,-0.10817,0.00012,9.31475,-82.52683
BTC-27MAY26-76000-C,76000.0,call,1779868800000,30.33,0.5,0.83031,0.00017,12.67243,-125.55205
BTC-27MAY26-76000-P,76000.0,put,1779868800000,30.33,7.5,-0.16969,0.00017,12.67242,-125.55182
BTC-27MAY26-76500-C,76500.0,call,1779868800000,28.98,59.3,0.74197,0.00022,16.19863,-153.37078
BTC-27MAY26-76500-P,76500.0,put,1779868800000,28.98,50.8,-0.25751,0.00022,16.17865,-153.2524
BTC-27MAY26-77000-C,77000.0,call,1779868800000,28.25,32.6,0.6222,0.00027,19.05211,-175.9054
BTC-27MAY26-77000-P,77000.0,put,1779868800000,28.25,5.5,-0.37814,0.00027,19.05698,-175.95715
BTC-27MAY26-77500-C,77500.0,call,1779868800000,27.31,22.7,0.4818,0.00029,19.97658,-178.28658
BTC-27MAY26-77500-P,77500.0,put,1779868800000,27.31,4.0,-0.51837,0.00029,19.97602,-178.28143
BTC-27MAY26-78000-C,78000.0,call,1779868800000,27.15,27.3,0.34007,0.00027,18.36793,-162.99872
BTC-27MAY26-78000-P,78000.0,put,1779868800000,27.15,7.1,-0.65993,0.00027,18.36793,-162.99872
BTC-27MAY26-78500-C,78500.0,call,1779868800000,27.45,46.5,0.22149,0.00022,14.89919,-133.66402
BTC-27MAY26-79000-C,79000.0,call,1779868800000,28.15,208.2,0.13651,0.00016,10.96648,-97.6879
BTC-27MAY26-79500-C,79500.0,call,1779868800000,29.13,8.8,0.08182,0.0001,7.57941,-54.52205
BTC-27MAY26-80000-C,80000.0,call,1779868800000,30.65,49.8,0.05062,7e-05,5.22096,-32.66505
BTC-27MAY26-80000-P,80000.0,put,1779868800000,30.65,0.1,-0.94938,7e-05,5.22115,-52.30773
BTC-27MAY26-81000-C,81000.0,call,1779868800000,34.32,21.5,0.02168,3e-05,2.59807,-13.87475
BTC-27MAY26-82000-C,82000.0,call,1779868800000,38.83,4.6,0.01157,2e-05,1.51711,-7.77213
BTC-27MAY26-83000-C,83000.0,call,1779868800000,44.51,61.4,0.00822,1e-05,1.12578,-6.09271
BTC-27MAY26-84000-C,84000.0,call,1779868800000,46.44,21.0,0.00351,0.0,0.52821,-2.50364
BTC-27MAY26-85000-C,85000.0,call,1779868800000,51.59,0.1,0.00273,0.0,0.42163,-2.11565
BTC-28MAY26-68000-P,68000.0,put,1779955200000,59.01,3.0,-0.00383,0.0,0.73472,-4.49334
BTC-28MAY26-69000-P,69000.0,put,1779955200000,57.99,0.5,-0.00797,1e-05,1.40828,-9.8669
BTC-28MAY26-70000-P,70000.0,put,1779955200000,53.86,1.6,-0.01159,1e-05,1.95276,-13.84793
BTC-28MAY26-71000-P,71000.0,put,1779955200000,49.54,5.7,-0.01696,1e-05,2.71244,-19.46393
BTC-28MAY26-72000-P,72000.0,put,1779955200000,45.68,27.7,-0.02687,2e-05,4.0012,-30.11711
BTC-28MAY26-73000-P,73000.0,put,1779955200000,41.34,49.7,-0.04208,3e-05,5.7878,-45.46394
BTC-28MAY26-74000-P,74000.0,put,1779955200000,37.5,32.8,-0.07165,6e-05,8.81118,-65.31126
BTC-28MAY26-74500-P,74500.0,put,1779955200000,35.74,12.4,-0.09609,7e-05,10.98488,-77.60148
BTC-28MAY26-75000-P,75000.0,put,1779955200000,34.14,28.1,-0.12993,0.0001,13.62828,-91.94302
BTC-28MAY26-75500-P,75500.0,put,1779955200000,32.65,17.2,-0.17557,0.00012,16.64654,-107.40239
BTC-28MAY26-76000-C,76000.0,call,1779955200000,31.35,5.0,0.76327,0.00015,19.88467,-123.21676
BTC-28MAY26-76000-P,76000.0,put,1779955200000,31.35,7.1,-0.23672,0.00015,19.8841,-123.2155
BTC-28MAY26-76500-C,76500.0,call,1779955200000,30.43,6.9,0.68405,0.00018,22.92298,-137.85463
BTC-28MAY26-76500-P,76500.0,put,1779955200000,30.43,10.9,-0.31595,0.00018,22.92298,-137.85463
BTC-28MAY26-77000-C,77000.0,call,1779955200000,29.12,8.7,0.59124,0.00021,25.03478,-144.08488
BTC-28MAY26-77000-P,77000.0,put,1779955200000,29.12,7.3,-0.40868,0.00021,25.03372,-144.08076
BTC-28MAY26-77500-C,77500.0,call,1779955200000,28.53,5.4,0.48513,0.00022,25.69241,-144.85606
BTC-28MAY26-77500-P,77500.0,put,1779955200000,28.53,12.0,-0.51484,0.00022,25.69254,-144.85792
BTC-28MAY26-78000-C,78000.0,call,1779955200000,28.27,26.0,0.37792,0.00021,24.49691,-136.88644
BTC-28MAY26-78000-P,78000.0,put,1779955200000,28.27,7.0,-0.62208,0.00021,24.49691,-136.88644
BTC-28MAY26-78500-C,78500.0,call,1779955200000,28.23,24.1,0.27985,0.00018,21.68854,-121.02019
BTC-28MAY26-79000-C,79000.0,call,1779955200000,28.49,28.3,0.19893,0.00015,17.9842,-101.26816
BTC-28MAY26-79000-P,79000.0,put,1779955200000,28.49,0.4,-0.80107,0.00015,17.9842,-101.26816
BTC-28MAY26-79500-C,79500.0,call,1779955200000,28.9,9.2,0.13669,0.00012,14.11198,-80.60846
BTC-28MAY26-80000-C,80000.0,call,1779955200000,29.67,26.3,0.09339,9e-05,10.75599,-63.07091
BTC-28MAY26-80000-P,80000.0,put,1779955200000,29.67,0.2,-0.90661,9e-05,10.75579,-63.06914
BTC-28MAY26-81000-C,81000.0,call,1779955200000,31.8,38.7,0.04465,5e-05,6.07073,-37.94119
BTC-28MAY26-82000-C,82000.0,call,1779955200000,35.1,6.6,0.02521,3e-05,3.79292,-21.79528
BTC-28MAY26-83000-C,83000.0,call,1779955200000,38.5,3.7,0.01541,2e-05,2.4973,-13.72347
BTC-28MAY26-84000-C,84000.0,call,1779955200000,39.93,0.8,0.00732,1e-05,1.3062,-6.25283
BTC-28MAY26-85000-C,85000.0,call,1779955200000,45.01,0.1,0.00665,1e-05,1.20043,-6.28635
BTC-29MAY26-40000-C,40000.0,call,1780041600000,114.17,17.7,1.0,0.0,0.0,-1e-05
BTC-29MAY26-40000-P,40000.0,put,1780041600000,114.17,424.6,0.0,0.0,0.0,0.0
BTC-29MAY26-45000-C,45000.0,call,1780041600000,109.4,2.3,1.0,0.0,7e-05,-0.00106
BTC-29MAY26-45000-P,45000.0,put,1780041600000,109.4,424.2,0.0,0.0,7e-05,-0.00026
BTC-29MAY26-48000-P,48000.0,put,1780041600000,97.67,747.1,0.0,0.0,0.0001,-0.00035
BTC-29MAY26-50000-C,50000.0,call,1780041600000,96.34,0.5,1.0,0.0,0.00057,-0.00779
BTC-29MAY26-50000-P,50000.0,put,1780041600000,96.34,1259.6,0.0,0.0,0.00057,-0.00228
BTC-29MAY26-52000-P,52000.0,put,1780041600000,90.01,478.2,0.0,0.0,0.001,-0.00391
BTC-29MAY26-54000-P,54000.0,put,1780041600000,85.88,507.1,-1e-05,0.0,0.00279,-0.01143
BTC-29MAY26-56000-P,56000.0,put,1780041600000,85.86,722.6,-5e-05,0.0,0.01626,-0.08001
BTC-29MAY26-57000-P,57000.0,put,1780041600000,85.86,598.1,-0.00012,0.0,0.03589,-0.19427
BTC-29MAY26-58000-C,58000.0,call,1780041600000,85.86,98.3,0.99974,0.0,0.07486,-0.9105
BTC-29MAY26-58000-P,58000.0,put,1780041600000,85.86,287.9,-0.00026,0.0,0.07486,-0.44686
BTC-29MAY26-59000-C,59000.0,call,1780041600000,85.86,0.1,0.99945,0.0,0.1478,-1.79794
BTC-29MAY26-59000-P,59000.0,put,1780041600000,85.86,344.0,-0.00055,0.0,0.1478,-0.97658
BTC-29MAY26-60000-C,60000.0,call,1780041600000,85.86,172.8,0.99891,0.0,0.27756,-3.37649
BTC-29MAY26-60000-P,60000.0,put,1780041600000,85.86,1975.6,-0.00109,0.0,0.27756,-2.03034
BTC-29MAY26-61000-C,61000.0,call,1780041600000,84.73,30.4,0.99817,0.0,0.4455,-5.34779
BTC-29MAY26-61000-P,61000.0,put,1780041600000,84.73,311.8,-0.00184,0.0,0.44701,-3.50285
BTC-29MAY26-62000-C,62000.0,call,1780041600000,82.02,14.0,0.99742,0.0,0.60707,-7.05465
BTC-29MAY26-62000-P,62000.0,put,1780041600000,82.02,321.7,-0.00259,0.0,0.60911,-4.90427
BTC-29MAY26-63000-C,63000.0,call,1780041600000,81.66,3.9,0.99546,0.0,1.01044,-11.69043
BTC-29MAY26-63000-P,63000.0,put,1780041600000,81.66,453.3,-0.00454,0.0,1.01044,-9.05709
BTC-29MAY26-64000-C,64000.0,call,1780041600000,77.62,10.0,0.99437,0.0,1.22415,-13.46267
BTC-29MAY26-64000-P,64000.0,put,1780041600000,77.62,409.3,-0.00563,0.0,1.2241,-10.89116
BTC-29MAY26-65000-C,65000.0,call,1780041600000,72.18,26.4,0.99382,0.0,1.32982,-13.59932
BTC-29MAY26-65000-P,65000.0,put,1780041600000,72.18,2401.6,-0.00618,0.0,1.32983,-11.20383
BTC-29MAY26-66000-C,66000.0,call,1780041600000,68.43,322.4,0.99198,0.0,1.67244,-16.21299
BTC-29MAY26-66000-P,66000.0,put,1780041600000,68.43,1165.2,-0.00802,0.0,1.67242,-14.1243
BTC-29MAY26-67000-C,67000.0,call,1780041600000,62.89,180.1,0.99113,1e-05,1.8274,-16.28342
BTC-29MAY26-67000-P,67000.0,put,1780041600000,62.89,1050.5,-0.00887,1e-05,1.82742,-14.4911
BTC-29MAY26-68000-C,68000.0,call,1780041600000,59.17,633.8,0.98815,1e-05,2.3521,-19.71614
BTC-29MAY26-68000-P,68000.0,put,1780041600000,59.17,1281.3,-0.01185,1e-05,2.35204,-18.77313
BTC-29MAY26-69000-C,69000.0,call,1780041600000,54.84,532.4,0.98482,1e-05,2.91357,-22.63699
BTC-29MAY26-69000-P,69000.0,put,1780041600000,54.84,1332.4,-0.01518,1e-05,2.91357,-22.63699
BTC-29MAY26-70000-C,70000.0,call,1780041600000,50.95,956.7,0.9793,1e-05,3.79565,-27.39761
BTC-29MAY26-70000-P,70000.0,put,1780041600000,50.95,3548.6,-0.0207,1e-05,3.79575,-27.39831
BTC-29MAY26-71000-C,71000.0,call,1780041600000,47.85,463.3,0.96904,2e-05,5.31818,-36.05445
BTC-29MAY26-71000-P,71000.0,put,1780041600000,47.85,2039.3,-0.03096,2e-05,5.31818,-36.05445
BTC-29MAY26-72000-C,72000.0,call,1780041600000,43.33,892.7,0.95804,3e-05,6.82103,-41.87571
BTC-29MAY26-72000-P,72000.0,put,1780041600000,43.33,2399.0,-0.04194,3e-05,6.81838,-41.85945
BTC-29MAY26-73000-C,73000.0,call,1780041600000,39.76,360.2,0.93666,4e-05,9.46203,-53.30449
BTC-29MAY26-73000-P,73000.0,put,1780041600000,39.76,1938.0,-0.06334,4e-05,9.46203,-53.30449
BTC-29MAY26-74000-C,74000.0,call,1780041600000,36.51,1116.9,0.89989,6e-05,13.37349,-69.17101
BTC-29MAY26-74000-P,74000.0,put,1780041600000,36.51,3143.5,-0.10007,6e-05,13.36894,-69.14746
BTC-29MAY26-75000-C,75000.0,call,1780041600000,34.2,1616.7,0.83302,0.0001,19.04687,-92.2842
BTC-29MAY26-75000-P,75000.0,put,1780041600000,34.2,4936.7,-0.16705,0.0001,19.05205,-92.30932
BTC-29MAY26-75500-P,75500.0,put,1780041600000,33.06,17.8,-0.21374,0.00012,22.1712,-103.8567
BTC-29MAY26-76000-C,76000.0,call,1780041600000,32.07,1993.8,0.72842,0.00014,25.24881,-114.73066
BTC-29MAY26-76000-P,76000.0,put,1780041600000,32.08,2744.4,-0.27176,0.00014,25.2567,-114.7746
BTC-29MAY26-76500-P,76500.0,put,1780041600000,31.03,22.4,-0.34032,0.00016,27.90797,-122.69353
BTC-29MAY26-77000-C,77000.0,call,1780041600000,30.02,1409.8,0.58073,0.00017,29.75077,-126.51805
BTC-29MAY26-77000-P,77000.0,put,1780041600000,30.02,782.2,-0.41926,0.00017,29.75053,-126.51768
BTC-29MAY26-77500-C,77500.0,call,1780041600000,29.31,9.0,0.49339,0.00018,30.37064,-126.11358
BTC-29MAY26-77500-P,77500.0,put,1780041600000,29.31,58.2,-0.50659,0.00018,30.37071,-126.11384
BTC-29MAY26-78000-C,78000.0,call,1780041600000,29.01,1765.4,0.40419,0.00018,29.49454,-121.20459
BTC-29MAY26-78000-P,78000.0,put,1780041600000,29.01,1352.0,-0.59576,0.00018,29.49565,-121.21776
BTC-29MAY26-78500-C,78500.0,call,1780041600000,29.14,3.7,0.32128,0.00016,27.27349,-112.60533
BTC-29MAY26-79000-C,79000.0,call,1780041600000,28.97,909.1,0.24506,0.00014,23.93816,-98.26208
BTC-29MAY26-79000-P,79000.0,put,1780041600000,28.97,662.5,-0.75504,0.00014,23.9327,-98.241
BTC-29MAY26-79500-C,79500.0,call,1780041600000,29.23,1.4,0.18308,0.00012,20.19133,-83.6188
BTC-29MAY26-80000-C,80000.0,call,1780041600000,29.84,7804.7,0.13609,0.0001,16.62188,-70.28238
BTC-29MAY26-80000-P,80000.0,put,1780041600000,29.84,610.9,-0.86391,0.0001,16.62188,-70.28238
BTC-29MAY26-81000-C,81000.0,call,1780041600000,31.55,1671.1,0.07529,6e-05,10.80956,-48.31889
BTC-29MAY26-81000-P,81000.0,put,1780041600000,31.55,501.5,-0.92471,6e-05,10.80956,-48.31889
BTC-29MAY26-82000-C,82000.0,call,1780041600000,34.32,2443.3,0.04626,4e-05,7.37825,-35.87906
BTC-29MAY26-82000-P,82000.0,put,1780041600000,34.32,271.0,-0.95376,4e-05,7.3767,-35.87177
BTC-29MAY26-83000-C,83000.0,call,1780041600000,37.03,1400.0,0.02938,2e-05,5.09146,-26.7106
BTC-29MAY26-83000-P,83000.0,put,1780041600000,37.03,84.7,-0.97061,2e-05,5.09306,-26.71744
BTC-29MAY26-84000-C,84000.0,call,1780041600000,39.88,1981.0,0.0198,2e-05,3.65539,-20.65084
BTC-29MAY26-84000-P,84000.0,put,1780041600000,39.88,92.4,-0.9802,2e-05,3.65539,-20.65084
BTC-29MAY26-85000-C,85000.0,call,1780041600000,42.21,2777.2,0.01297,1e-05,2.5438,-14.3564
BTC-29MAY26-85000-P,85000.0,put,1780041600000,42.21,58.0,-0.98703,1e-05,2.5433,-15.20828
BTC-29MAY26-86000-C,86000.0,call,1780041600000,46.45,1091.8,0.01142,1e-05,2.27856,-13.69241
BTC-29MAY26-86000-P,86000.0,put,1780041600000,46.45,38.0,-0.98858,1e-05,2.27862,-14.99456
BTC-29MAY26-87000-C,87000.0,call,1780041600000,49.4,715.4,0.00877,1e-05,1.80875,-10.85833
BTC-29MAY26-87000-P,87000.0,put,1780041600000,49.4,0.1,-0.99123,1e-05,1.8088,-12.65877
BTC-29MAY26-88000-C,88000.0,call,1780041600000,49.57,896.8,0.00464,0.0,1.03047,-5.42363
BTC-29MAY26-88000-P,88000.0,put,1780041600000,49.57,8.0,-0.99536,0.0,1.03047,-7.23665
BTC-29MAY26-89000-C,89000.0,call,1780041600000,49.57,448.2,0.0023,0.0,0.54885,-2.53412
BTC-29MAY26-90000-C,90000.0,call,1780041600000,50.45,1932.2,0.00131,0.0,0.3293,-1.40789
BTC-29MAY26-90000-P,90000.0,put,1780041600000,50.45,11.9,-0.99869,0.0,0.3293,-2.35367
BTC-29MAY26-92000-C,92000.0,call,1780041600000,55.07,1033.8,0.0008,0.0,0.20795,-0.8971
BTC-29MAY26-92000-P,92000.0,put,1780041600000,55.07,1.5,-0.9992,0.0,0.20792,-1.62221
BTC-29MAY26-94000-C,94000.0,call,1780041600000,57.4,1628.7,0.00033,0.0,0.09137,-0.36257
BTC-29MAY26-94000-P,94000.0,put,1780041600000,57.4,1.6,-0.99967,0.0,0.09137,-0.7431
BTC-29MAY26-95000-C,95000.0,call,1780041600000,57.46,1689.6,0.00016,0.0,0.04802,-0.17479
BTC-29MAY26-95000-P,95000.0,put,1780041600000,57.46,0.8,-0.99984,0.0,0.04802,-0.39094
BTC-29MAY26-96000-C,96000.0,call,1780041600000,57.82,1223.8,9e-05,0.0,0.02656,-0.09036
BTC-29MAY26-96000-P,96000.0,put,1780041600000,57.82,0.7,-0.99991,0.0,0.02656,-0.21762
BTC-29MAY26-98000-C,98000.0,call,1780041600000,60.33,1501.2,4e-05,0.0,0.01282,-0.04183
BTC-29MAY26-98000-P,98000.0,put,1780041600000,60.33,0.1,-0.99996,0.0,0.01282,-0.1096
BTC-29MAY26-100000-C,100000.0,call,1780041600000,60.33,510.7,1e-05,0.0,0.00316,-0.00893
BTC-29MAY26-100000-P,100000.0,put,1780041600000,60.33,11.3,-0.99999,0.0,0.00316,-0.02702
BTC-29MAY26-105000-C,105000.0,call,1780041600000,60.43,892.0,0.0,0.0,7e-05,-0.00014
BTC-29MAY26-105000-P,105000.0,put,1780041600000,60.43,0.5,-1.0,0.0,7e-05,-0.00059
BTC-5JUN26-65000-P,65000.0,put,1780646400000,46.77,955.1,-0.01242,1e-05,4.23171,-9.39838
BTC-5JUN26-66000-P,66000.0,put,1780646400000,46.68,109.2,-0.01992,1e-05,6.34529,-14.06577
BTC-5JUN26-68000-P,68000.0,put,1780646400000,42.82,635.4,-0.03411,1e-05,9.94955,-20.23033
BTC-5JUN26-70000-C,70000.0,call,1780646400000,39.96,0.1,0.93598,2e-05,16.48127,-31.27466
BTC-5JUN26-70000-P,70000.0,put,1780646400000,39.96,399.5,-0.06404,2e-05,16.48471,-31.28635
BTC-5JUN26-72000-C,72000.0,call,1780646400000,36.71,2.0,0.88471,4e-05,25.57325,-44.58697
BTC-5JUN26-72000-P,72000.0,put,1780646400000,36.71,228.3,-0.11529,4e-05,25.57325,-44.58697
BTC-5JUN26-73000-C,73000.0,call,1780646400000,35.62,4.0,0.84271,5e-05,31.64355,-53.53349
BTC-5JUN26-73000-P,73000.0,put,1780646400000,35.62,150.3,-0.15729,5e-05,31.64355,-53.53349
BTC-5JUN26-74000-C,74000.0,call,1780646400000,33.83,14.7,0.79342,6e-05,37.53688,-60.30377
BTC-5JUN26-74000-P,74000.0,put,1780646400000,33.83,236.8,-0.20675,6e-05,37.55416,-60.33087
BTC-5JUN26-75000-C,75000.0,call,1780646400000,32.65,42.6,0.72681,8e-05,43.73784,-67.81206
BTC-5JUN26-75000-P,75000.0,put,1780646400000,32.65,196.2,-0.27354,8e-05,43.76299,-67.85075
BTC-5JUN26-76000-C,76000.0,call,1780646400000,31.81,55.3,0.64458,9e-05,48.97556,-73.98672
